GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	5104061	24083828	14784	-0.1876
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	24086334	24089125	12	0.7752
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	24089979	65042239	24836	-0.2042
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	65043950	65096747	35	0.3738
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	65096882	133654968	46527	-0.2004
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	198510	3723935	1408	0.1816
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	3724361	3889986	106	0.7081
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	3890911	5766862	1718	0.1521
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	5768371	5769582	5	-1.2788
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	5769733	5776622	10	-0.3893
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	5777663	5787909	15	-0.8435
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	5788108	6095784	245	0.1749
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	6096746	6100864	3	-1.0551
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	6101273	7791493	1251	0.1555
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	7791913	7810711	6	-0.7904
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	7815462	12283504	3420	0.1584
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	12283855	12284890	2	-1.2748
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	12286237	18927562	4479	0.1471
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	18927778	18949158	46	0.517
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	18949201	29045466	7606	0.1404
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	29046085	29046090	3	-1.1133
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	29052622	33456384	2785	0.1473
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	33458597	33459095	2	-1.3947
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	33459363	35679449	1946	0.1649
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	35679688	35812883	70	-0.2295
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	35812964	48576870	8159	0.1486
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	48579882	48581124	2	-2.0937
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	48584766	55606572	1178	0.1568
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	55606712	55685533	57	0.6888
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	55686100	78692848	11975	0.1797
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	78694848	83845425	3927	0.1271
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	83848499	83883620	30	0.6584
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	83890032	86594771	1825	0.1496
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	86594775	86594833	2	-2.1527
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	86594936	89759710	2096	0.1393
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	89765194	89817056	10	-0.8836
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	89834373	90098873	14	0.5437
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	90098900	101723653	8676	0.1267
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	101727129	101727233	4	1.901
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	101727481	133462646	22539	0.1462
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	133469176	134849674	1034	0.1773
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	134856228	134856831	2	-1.5521
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	11	134858718	135074876	150	0.1612
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	51460	71531	5	-0.0431
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	81888	2141912	1253	-0.7202
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	2142145	2148938	33	-0.2014
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	2149240	5569702	2749	-0.7667
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	5569812	5571758	4	-2.8461
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	5571995	8406040	1508	-0.6909
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	8406196	8432076	16	0.18
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	8442298	9474642	555	-0.7348
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	9477960	9582373	26	0.304
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	9582374	28190100	12875	-0.7549
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	28190305	33233822	3725	-0.1775
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	33235894	33242207	4	-3.2964
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	33242483	34369287	663	-0.1429
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	34370748	37999507	181	0.0595
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	37999858	46577253	5297	-0.2046
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	46578362	57506558	6106	-0.1689
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	57510648	63711417	3974	-0.2296
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	63716253	63742874	11	-0.904
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	63749408	70478895	4468	-0.2228
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	70482534	70483970	4	-2.6999
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	70483985	70484247	4	-0.997
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	70485605	79722185	5913	-0.23
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	79723876	79726333	2	-2.3633
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	79736456	95051484	9568	-0.2398
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	95052094	96777954	1164	0.1744
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	96778360	99381759	1851	0.1347
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	12	99382559	133201603	22740	0.188
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	18452809	22504933	2474	0.1678
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	22504969	23599567	798	-0.7613
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	23605314	23606063	2	-3.3733
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	23606179	26855499	2418	-0.7519
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	26855867	26858162	3	-4.2628
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	26858576	26954210	101	-0.8437
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	26954537	26955121	2	-4.0358
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	26955735	54216262	18589	-0.7666
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	54217533	54220220	3	1.2657
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	54220270	58010656	1978	-0.7366
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	58016147	58019138	3	-2.5967
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	58019212	58725719	426	-0.7512
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	58725860	58729993	3	-4.2954
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	58730112	64788300	3618	-0.7631
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	64789855	107245262	28691	0.1386
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	107248689	107249633	2	-2.5974
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	107249799	107882578	574	0.1327
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	107883341	107883680	2	-2.6839
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	107884410	110020621	1691	0.1619
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	110021267	110021301	2	-1.7863
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	13	110022432	114342922	2628	0.1573
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	18239283	21937218	1537	-0.1552
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	21940575	22509533	495	-0.0112
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	22509594	41141487	11722	-0.2003
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	41145917	41168612	10	0.6402
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	41184774	78095965	23349	-0.1972
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	78099219	85994911	5363	-0.2323
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	14	85997854	106877229	12879	-0.1835
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	19811075	24429740	1200	-0.1675
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	24429986	24473026	31	-1.565
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	24473449	45323631	12671	-0.1781
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	45327325	45405377	51	0.1792
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	45412539	76575886	19934	-0.1806
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	76577448	76603434	25	0.4923
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	76609838	83874498	4416	-0.1792
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	83874650	83874798	3	-1.5248
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	83878525	92222525	5760	-0.174
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	92222644	92223064	3	1.5069
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	15	92223528	101928837	7416	-0.1845
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	10777	14895982	11101	-0.1641
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	14954911	15031584	53	-0.7922
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	15033033	21368130	3218	-0.1591
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	21401082	21580019	22	-0.9785
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	21582134	22430699	362	-0.1118
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	22546611	22699421	70	-1.1606
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	22701658	32169655	5120	-0.1518
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	32197425	33043337	39	-0.5968
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	33045427	35740988	389	-0.1684
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	35755003	35761341	4	-1.3481
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	35780702	77160222	19563	-0.1805
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	77167588	77194732	16	0.435
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	77194969	78339440	1238	-0.1703
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	78339867	78350868	13	0.6883
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	78351104	84602941	6852	-0.184
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	84603175	84604886	2	-2.1311
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	84607130	88083424	2920	-0.1646
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	88087823	88094079	3	-1.6463
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	16	88096795	90096867	826	-0.1873
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	150733	999082	465	-0.6999
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	1000579	1004385	2	-3.5355
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	1004667	17574070	10419	-0.7179
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	17575038	18455632	451	-0.1631
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	18455635	18466439	6	0.6455
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	18468936	18529764	11	0.1372
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	18537646	18561907	8	0.6141
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	18565883	41265456	9386	-0.1603
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	41266762	41274279	24	0.9469
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	41276472	44892360	1882	-0.142
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	44895089	46137998	655	0.2018
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	46138108	46323701	87	-0.1724
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	17	46351954	83091923	21572	0.198
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	18	48133	67286412	41107	-0.2001
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	18	67291970	67300028	21	-1.9688
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	18	67300481	70369880	2329	-0.217
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	18	70370047	70376858	5	-1.527
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	18	70377073	80257174	7245	-0.1901
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	90910	29753071	12810	-0.1316
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	29753573	29757457	5	-1.5796
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	29757522	30552899	575	-0.155
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	30555649	30874556	233	-0.2401
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	30875525	30879887	3	-1.3673
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	30881872	31779425	679	-0.2115
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	31780093	40846832	5177	-0.1379
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	40854267	40870114	20	-0.9571
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	40886250	43193181	1073	-0.1493
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	43198881	43249358	21	-0.6817
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	43252085	51628545	4141	-0.1379
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	51628560	51644944	12	-2.0247
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	19	51651652	58586487	4329	-0.1546
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	20	80664	1580353	1203	-0.1563
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	20	1580934	1613247	41	1.745
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	20	1617300	64324800	41107	-0.1794
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	21	10354168	13028693	97	0.1554
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	21	13080541	46677045	23744	-0.1917
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	15294547	23981995	4393	-0.1293
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	23988078	23989773	2	-2.6993
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	23990431	38967614	10828	-0.1487
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	38967679	38979302	23	-1.7051
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	38993700	49035032	6911	-0.15
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	49035104	49463940	445	-0.271
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	22	49466321	50796027	645	-0.1498
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	251810	5770007	2305	0.0224
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	5775495	5775941	4	-3.3674
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	5775991	111572119	55218	0.0224
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	111577729	111578496	2	-5.0207
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	111580906	124939419	7771	0.0138
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	124941359	125015986	57	-2.9455
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	125017709	135635290	5698	0.015
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	135635498	135706940	47	1.2278
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	X	135707290	155952689	12208	0.0089
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	Y	2782397	22390215	6430	-1.0066
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	Y	22427135	25692987	35	-0.4933
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	Y	25968161	56872112	174	-0.9911
